,uuid,account_amount_added_12_24m,account_days_in_dc_12_24m,account_days_in_rem_12_24m,account_days_in_term_12_24m,account_incoming_debt_vs_paid_0_24m,account_status,account_worst_status_0_3m,account_worst_status_12_24m,account_worst_status_3_6m,account_worst_status_6_12m,age,avg_payment_span_0_12m,avg_payment_span_0_3m,merchant_category,merchant_group,has_paid,max_paid_inv_0_12m,max_paid_inv_0_24m,name_in_email,num_active_div_by_paid_inv_0_12m,num_active_inv,num_arch_dc_0_12m,num_arch_dc_12_24m,num_arch_ok_0_12m,num_arch_ok_12_24m,num_arch_rem_0_12m,num_arch_written_off_0_12m,num_arch_written_off_12_24m,num_unpaid_bills,status_last_archived_0_24m,status_2nd_last_archived_0_24m,status_3rd_last_archived_0_24m,status_max_archived_0_6_months,status_max_archived_0_12_months,status_max_archived_0_24_months,recovery_debt,sum_capital_paid_account_0_12m,sum_capital_paid_account_12_24m,sum_paid_inv_0_12m,time_hours,worst_status_active_inv
2532,f37a72d8-25a1-447f-bf8d-0b8d10490e12,0,0.0,0.0,0.0,,,,,,,39,,,Sports gear & Outdoor,"Leisure, Sport & Hobby",False,0.0,0.0,F+L,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,13.9188888888889,
2534,53b3edd3-662a-455a-b49d-84cf823730db,0,0.0,0.0,0.0,,,,,,,34,,,Diversified entertainment,Entertainment,True,25830.0,25830.0,F+L,0.0,0,0,1,0,0,0,0.0,0.0,0,3,0,0,0,0,3,0,0,0,25830,17.8680555555556,
2535,77442733-3046-486e-9943-277cba831d67,95397,0.0,0.0,0.0,0.718336594911937,1.0,2.0,1.0,1.0,2.0,39,21.0,21.0,Sports gear & Outdoor,"Leisure, Sport & Hobby",True,0.0,0.0,F+L,1.0,1,0,0,0,0,0,,,7,0,0,0,0,0,0,0,41537,12569,0,22.8663888888889,1.0
2536,b617cc1b-45d6-423b-b410-16b621c468f4,0,,,,,,,,,,28,19.1666666666667,,Books & Magazines,Entertainment,True,6961.0,8890.0,L1+F,0.0,0,0,0,5,6,1,0.0,0.0,1,1,1,1,1,2,2,0,0,0,33666,13.7372222222222,
2537,0b81c7d9-901b-4101-ab46-16612e3a4d89,0,0.0,0.0,0.0,,,,,,,47,,,Electronic equipment & Related accessories,Electronics,False,0.0,0.0,F+L,,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,23.9963888888889,
2539,67e22b5d-6fed-445f-ad19-35750e194c4b,0,0.0,0.0,0.0,,,,,,,43,,,Diversified entertainment,Entertainment,False,0.0,0.0,L,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,19.5747222222222,
2544,3baf0b7c-1354-4200-93bc-62ff85478133,0,0.0,0.0,0.0,,,,,,,29,,,Diversified erotic material,Erotic Materials,False,0.0,0.0,F+L,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,9.61888888888889,
2546,8dd552b9-1a67-4c1c-8e2d-a741108d390c,3492,0.0,0.0,0.0,0.0002801120448179,1.0,1.0,1.0,1.0,1.0,22,,,Books & Magazines,Entertainment,True,0.0,5195.0,F+L,,0,0,0,0,1,0,0.0,0.0,0,1,0,0,0,0,1,0,3569,0,0,17.7402777777778,
2547,c02a8fb0-365c-4b05-a0bb-0ff15d9a5a48,0,,,,,,,,,,36,88.5,,Dating services,Intangible products,True,12944.0,12944.0,F,0.5,1,1,0,1,0,0,0.0,0.0,1,3,1,0,0,3,3,0,0,0,16488,21.6413888888889,1.0
2549,79274ddd-020f-4321-85e0-f292f30e26d3,0,,,,,,,,,,57,26.5,46.0,Diversified entertainment,Entertainment,True,7990.0,54900.0,F,0.0,0,0,0,3,2,1,0.0,0.0,0,2,1,1,2,2,2,0,0,0,22435,14.1386111111111,
2551,7ccf15fc-14ad-4b6b-bbdf-06c8b0552cfb,54951,0.0,0.0,0.0,0.394807933056599,1.0,1.0,1.0,1.0,1.0,21,,,Youthful Shoes & Clothing,Clothing & Shoes,True,2890.0,18490.0,F1+L,0.0,0,0,0,0,7,0,0.0,0.0,4,1,1,1,0,0,1,0,10661,39448,2890,8.11138888888889,
2554,3e6300ee-65ee-4a33-adc0-ff7c2c45f4ae,0,,,,,,,,,,32,,,Youthful Shoes & Clothing,Clothing & Shoes,True,0.0,1530.0,Nick,,1,0,0,0,0,0,0.0,0.0,1,2,0,0,0,0,2,0,0,0,0,15.8683333333333,1.0
2556,b8f435b6-675c-447f-860b-d76322aa67fe,0,0.0,0.0,0.0,,,,,,,22,,,Youthful Shoes & Clothing,Clothing & Shoes,False,0.0,0.0,F+L,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,18.3088888888889,
2559,9eaeef6e-e67a-40b1-928e-3c6e6eefd002,0,,,,,,,,,,36,,,Youthful Shoes & Clothing,Clothing & Shoes,False,0.0,0.0,no_match,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,16.7741666666667,
2565,c7aede04-f8f2-4361-9241-9575b8e7dc38,0,0.0,0.0,0.0,,,,,,,25,,,Youthful Shoes & Clothing,Clothing & Shoes,False,0.0,0.0,L1+F,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,15.7144444444444,
2570,ba4c29fe-e385-4010-a331-2158b3efdc39,0,0.0,0.0,0.0,,,,,,,18,,,Dietary supplements,Health & Beauty,False,0.0,0.0,F,,1,0,0,0,0,0,,,1,0,0,0,0,0,0,0,0,0,0,11.9330555555556,1.0
2571,986f5ce2-cefd-4a1d-9307-efc91733964a,29707,0.0,0.0,0.0,0.0149435372031812,1.0,1.0,1.0,1.0,1.0,39,,,Diversified entertainment,Entertainment,True,0.0,6000.0,F+L,,1,0,0,0,1,0,0.0,0.0,2,1,0,0,0,0,1,0,18509,11162,0,14.8263888888889,1.0
2572,ae644150-0dbf-45b7-b511-c95551e70905,0,,,,,,,,,,36,4.83333333333333,3.5,Books & Magazines,Entertainment,True,40040.0,40040.0,F1+L,0.0,0,0,0,30,24,0,0.0,0.0,0,1,1,1,1,1,1,0,0,0,319761,19.0708333333333,
2573,627bc540-889d-476b-8d73-1dfc4cf348cb,0,0.0,0.0,0.0,,,,,,,25,,,Youthful Shoes & Clothing,Clothing & Shoes,False,0.0,0.0,F1+L,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,22.8463888888889,
2574,77539a36-7e78-4b02-9eb8-bd3c06e36a13,90128,0.0,0.0,0.0,0.0010476391573407,1.0,1.0,1.0,1.0,2.0,37,,,General Shoes & Clothing,Clothing & Shoes,True,1500.0,4500.0,no_match,,1,0,0,0,0,0,0.0,0.0,2,0,0,0,0,0,0,0,55362,44637,2400,19.8141666666667,2.0
2576,06ae405f-4efb-48ad-ab48-9f78666ea973,0,0.0,0.0,0.0,,,,,,,54,,,Furniture,Home & Garden,False,0.0,0.0,F+L,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,22.9969444444444,
2577,148fa902-7ec2-4e85-b36c-b0796a92026c,0,0.0,0.0,0.0,0.358044486899563,1.0,3.0,,2.0,1.0,25,,,Books & Magazines,Entertainment,True,0.0,0.0,F+L,,0,0,0,0,0,0,,,1,0,0,0,0,0,0,0,47390,0,0,15.7175,
2578,d3696799-d40e-4ac5-a249-b04513bedf2e,0,0.0,0.0,0.0,,1.0,1.0,,,,42,,,Sports gear & Outdoor,"Leisure, Sport & Hobby",False,0.0,0.0,L1+F,,0,0,0,0,0,0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,14.5775,
2583,26e07763-cbdd-42ea-afad-fcb89eb039a3,0,,,,,,,,,,32,15.6,15.0,Youthful Shoes & Clothing,Clothing & Shoes,True,5633.0,7875.0,F1+L,0.0,0,0,0,5,1,0,0.0,0.0,0,1,1,1,1,1,1,0,0,0,22277,17.9288888888889,
2589,55370409-a821-4802-8704-90493b340875,0,,,,,,,,,,32,20.5,,Diversified Health & Beauty products,Health & Beauty,True,21585.0,21585.0,L,0.0,0,0,0,2,0,0,0.0,0.0,0,1,1,0,1,1,1,0,0,0,26085,10.5302777777778,
2590,9380ab62-9a1c-4860-9c4e-9de12bf67177,24833,0.0,2.0,0.0,1.02021905758268,1.0,2.0,2.0,1.0,1.0,26,,,Sports gear & Outdoor,"Leisure, Sport & Hobby",True,6000.0,6000.0,F+L,,1,0,0,0,1,0,0.0,0.0,8,1,0,0,0,0,1,0,25105,5457,8000,9.56361111111111,1.0
2600,ac8be0a3-9ac7-44fc-9bd3-0c0b0a6cc464,0,,,,,,,,,,36,13.6,10.0,Books & Magazines,Entertainment,True,9085.0,9085.0,F+L,0.0,0,0,0,5,4,0,0.0,0.0,0,1,1,1,1,1,1,0,0,0,16346,14.8083333333333,
2602,9fc6584a-aa9b-47ce-82f9-4922c64aa58d,0,0.0,0.0,0.0,,,,,,,54,,,Books & Magazines,Entertainment,False,0.0,0.0,F,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,11.9625,
2612,dd755e40-4f65-49de-8dc8-645d829a3777,0,0.0,0.0,0.0,1.60611111111111,1.0,1.0,,1.0,,37,,,Concept stores & Miscellaneous,"Leisure, Sport & Hobby",True,895.0,895.0,no_match,,0,0,0,0,0,0,,,2,0,0,0,0,0,0,0,1703,0,895,13.1616666666667,
2614,4bf13338-b773-402f-9bf3-1dc7180b7c5e,0,,,,,,,,,,47,5.0,5.4,Diversified entertainment,Entertainment,True,7685.0,7685.0,F+L,0.0476190476190476,1,0,0,18,20,0,0.0,0.0,1,1,1,1,1,1,1,0,0,0,66947,19.5247222222222,1.0
2618,3c945ed1-c25f-4f7b-97ed-092161fe01d7,0,0.0,0.0,0.0,,,,,,,49,,,Diversified entertainment,Entertainment,True,0.0,2290.0,F+L,,0,0,0,0,1,0,0.0,0.0,0,1,0,0,0,0,1,0,0,0,0,18.1247222222222,
2621,a319d5ec-69e7-458b-88c9-f8ba3150d5b5,0,,,,,,,,,,50,14.8571428571429,14.5,Dietary supplements,Health & Beauty,True,19789.0,22530.0,L1+F,0.0,0,0,0,7,11,0,0.0,0.0,0,1,1,1,1,1,1,0,0,0,79444,11.4805555555556,
2625,4ce3511e-ee7e-42e5-98cf-5eb381114e86,0,0.0,0.0,0.0,,,,,,,36,,,Sports gear & Outdoor,"Leisure, Sport & Hobby",False,0.0,0.0,no_match,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,20.1408333333333,
2627,240d8ee5-ff47-4dca-a72d-513185fc8a4f,0,0.0,0.0,0.0,,,,,,,34,,,Diversified entertainment,Entertainment,False,0.0,0.0,F,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,7.68444444444444,
2628,00fd8de1-b7f7-4686-a955-969f0863bf48,0,0.0,0.0,0.0,,,,,,,27,,,Youthful Shoes & Clothing,Clothing & Shoes,True,0.0,8065.0,L1+F,,1,0,0,0,2,0,0.0,0.0,1,2,1,1,0,0,2,0,0,0,0,14.7744444444444,1.0
2629,68acdcf5-9137-496c-84b0-e5b4ea299678,0,0.0,0.0,0.0,,,,,,,40,,,General Shoes & Clothing,Clothing & Shoes,False,0.0,0.0,L,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,23.1919444444444,
2631,14a771dc-99e4-4b41-b400-4c291c1e2173,0,,,,,,,,,,34,14.0,,Decoration & Art,Home & Garden,True,88290.0,88290.0,F+L,0.0,0,0,0,5,1,0,0.0,0.0,0,1,1,1,0,1,1,0,0,0,171977,18.9152777777778,
2634,1fbba6af-01f1-4c28-8a94-5c45a805a6a4,0,,,,,,,,,,22,15.6666666666667,10.0,General Shoes & Clothing,Clothing & Shoes,True,28960.0,28960.0,L1+F,0.333333333333333,1,0,0,3,1,0,0.0,0.0,1,1,1,1,1,1,1,0,0,0,39220,18.6147222222222,1.0
2635,46ad34af-491a-4111-b887-5421a34383f9,0,0.0,0.0,0.0,,,,,,,18,,,Youthful Shoes & Clothing,Clothing & Shoes,False,0.0,0.0,L1+F,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,15.65,
2641,2be0af4e-aacc-41b4-a707-778deabf2b9f,0,0.0,0.0,0.0,,,,,,,25,,,General Shoes & Clothing,Clothing & Shoes,False,0.0,0.0,F+L,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,10.2833333333333,
2645,984e5a80-75cd-432c-973d-00171a224110,0,0.0,0.0,0.0,,,,,,,37,,,Automotive Parts & Accessories,Automotive Products,False,0.0,0.0,L1+F,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,11.7208333333333,
2646,cd5a6f90-d009-439b-8df7-97e1f6f42c55,0,0.0,0.0,0.0,,,,,,,24,,,Diversified entertainment,Entertainment,False,0.0,0.0,Nick,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,20.0275,
2650,eef8d918-532b-4db1-a8ea-9609b5dfdc48,0,0.0,0.0,0.0,,,,,,,71,,,Automotive Parts & Accessories,Automotive Products,False,0.0,0.0,F+L,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,15.6272222222222,
2656,8a4c3555-b4fd-4216-ad90-fb44adcec136,0,0.0,0.0,0.0,,,,,,,50,,,Diversified entertainment,Entertainment,False,0.0,0.0,F,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,14.9658333333333,
2657,7f4af5bb-b556-47ac-ad1b-ff26ce2a4157,0,,,,,,,,,,22,6.41379310344828,5.4,Diversified entertainment,Entertainment,True,43895.0,43895.0,F,0.0666666666666667,2,0,0,28,16,0,0.0,0.0,2,1,1,1,1,1,1,0,0,0,134714,17.7233333333333,1.0
2658,f8754c3b-170e-4275-b557-b9249992c889,0,0.0,0.0,0.0,,,,,,,22,,,Diversified entertainment,Entertainment,False,0.0,0.0,Nick,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,13.7994444444444,
2664,014e829c-4c6e-4f86-ae6a-fc388af55860,0,0.0,0.0,0.0,,,,,,,51,,,Decoration & Art,Home & Garden,False,0.0,0.0,F+L,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,9.83111111111111,
2671,14988521-af61-4f6b-bdda-635cc734732e,0,,,,,,,,,,21,,,Youthful Shoes & Clothing,Clothing & Shoes,False,0.0,0.0,F+L,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,19.6705555555556,
2673,ea97905c-d707-4feb-8737-2c6a6f56db1f,0,0.0,0.0,0.0,,,,,,,61,,,General Shoes & Clothing,Clothing & Shoes,False,0.0,0.0,L1+F,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,14.4883333333333,
2679,29e46223-5310-4181-abbb-9bc5c8ea782d,0,0.0,0.0,0.0,,,,,,,19,,,Sports gear & Outdoor,"Leisure, Sport & Hobby",False,0.0,0.0,F+L,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,15.1716666666667,
2681,7f6e4717-99f9-40b8-bd1e-2f24be232ab7,0,0.0,0.0,0.0,,,,,,,63,,,Concept stores & Miscellaneous,"Leisure, Sport & Hobby",False,0.0,0.0,no_match,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,17.0825,
2686,f321e047-da28-4231-957b-fca37a2235f3,0,0.0,0.0,0.0,,,,,,,18,,,Body & Hair Care,Health & Beauty,False,0.0,0.0,L,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,9.36388888888889,
2687,69ef75d4-6fd9-4b0c-9527-49c109d893ce,0,,,,,,,,,,63,15.0,,Concept stores & Miscellaneous,"Leisure, Sport & Hobby",True,10178.0,10178.0,no_match,0.0,0,0,0,1,0,0,0.0,0.0,0,1,0,0,0,1,1,0,0,0,10178,20.3416666666667,
2688,d63df4ec-13dd-4e59-9de0-b1c0e1241bb8,0,,,,,,,,,,25,14.5925925925926,13.3571428571429,Cosmetics,Health & Beauty,True,7075.0,7075.0,F+L,0.0181818181818182,1,0,0,53,19,1,0.0,0.0,1,1,1,1,2,2,2,0,0,0,200176,20.4986111111111,1.0
2689,9d7206a7-8aeb-4e5e-a291-5cbee6898eca,0,,,,,,,,,,37,46.0,,Decoration & Art,Home & Garden,True,17247.0,17247.0,F1+L,0.666666666666667,2,0,1,0,0,2,0.0,0.0,2,2,2,2,0,2,3,0,0,0,23217,8.26472222222222,1.0
2695,b93909d2-7f54-4a4a-b506-3bede883d916,0,,,,,,,,,,45,15.0,16.3333333333333,Diversified entertainment,Entertainment,True,5875.0,8085.0,Nick,0.1,1,0,0,9,14,0,0.0,0.0,1,1,1,1,1,1,1,0,0,0,28600,22.2463888888889,1.0
2700,a8c2e406-5b21-4dfe-943b-2766bb394646,5367,0.0,0.0,0.0,0.461862379175041,1.0,1.0,1.0,1.0,1.0,48,,,Diversified entertainment,Entertainment,True,4495.0,7670.0,L1+F,0.0,0,0,0,0,5,0,0.0,0.0,2,1,1,1,0,0,1,0,7139,1905,7875,12.7838888888889,
2704,40457aca-f71b-4dc9-9245-3b45b9f8b86e,0,0.0,0.0,0.0,,,,,,,55,,,Automotive Parts & Accessories,Automotive Products,False,0.0,0.0,F+L,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,13.5625,
2707,f991bb01-2475-43b3-8e65-619380dbdb0e,0,0.0,0.0,0.0,,,,,,,20,,,Youthful Shoes & Clothing,Clothing & Shoes,False,0.0,0.0,Nick,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,19.705,
2708,0d35b445-2480-405e-9622-c18fe99426f8,0,,,,,,,,,,20,14.0,24.0,Electronic equipment & Related accessories,Electronics,True,32524.0,32524.0,F+L,0.0,0,0,0,8,2,0,0.0,0.0,0,1,1,1,1,1,1,0,0,0,144008,21.0772222222222,
2709,284d97d1-61b5-4ede-a882-501b79770200,0,,,,,,,,,,47,13.6,13.0,Sports gear & Outdoor,"Leisure, Sport & Hobby",True,29900.0,29900.0,F+L,0.0,0,0,0,5,0,0,0.0,0.0,0,1,1,1,1,1,1,0,0,0,69525,12.4180555555556,
2713,8fce1edb-77d2-41c0-a3bf-8f39d73bbc32,0,0.0,0.0,0.0,12.8168,1.0,2.0,,,,44,,,Youthful Shoes & Clothing,Clothing & Shoes,True,5000.0,5000.0,F+L,,0,0,1,0,0,0,0.0,0.0,2,3,0,0,0,0,3,0,503,0,5000,12.9036111111111,
2714,563d3109-aca6-4030-9f32-e3bc4dc193c5,0,,,,,,,,,,21,14.0,,Diversified entertainment,Entertainment,True,3980.0,3980.0,L1+F,0.0,0,0,0,3,0,0,0.0,0.0,0,1,1,1,1,1,1,0,0,0,10233,16.7652777777778,
2716,44d2f451-0ae4-4e51-bc87-73cbc8b1cac4,0,0.0,0.0,0.0,,1.0,1.0,,,,26,,,Concept stores & Miscellaneous,"Leisure, Sport & Hobby",True,0.0,6585.0,F+L,,0,0,0,0,1,0,0.0,0.0,0,1,0,0,0,0,1,0,0,0,0,9.365,
2717,9957e54d-c3df-45e6-bb5d-4cbb4392895d,0,,,,,,,,,,19,5.0,5.0,Youthful Shoes & Clothing,Clothing & Shoes,True,4000.0,4000.0,no_match,0.0,0,0,0,1,0,0,0.0,0.0,0,1,0,0,1,1,1,0,0,0,4000,20.1075,
2721,42879e47-a57a-4310-bc62-e3c3c3879202,0,0.0,0.0,0.0,,,,,,,45,,,Diversified entertainment,Entertainment,False,0.0,0.0,no_match,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,14.2208333333333,
2723,b79a43b5-3540-4404-afd4-519a027dbd0c,6955,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,37,,,Diversified children products,Children Products,True,4374.0,8399.0,F+L,0.0,0,0,0,0,3,0,0.0,0.0,0,1,1,1,0,0,1,0,16561,0,4374,20.8819444444444,
2724,a56c91db-dbfe-41e8-bc03-5ace5e5682c1,0,,,,,,,,,,18,19.0,19.0,Youthful Shoes & Clothing,Clothing & Shoes,True,6700.0,34395.0,F1+L,1.0,1,0,0,1,2,0,0.0,0.0,1,1,1,1,1,1,1,0,0,0,6700,14.6541666666667,1.0
2725,f61b5930-f100-4fd9-8255-6cef2d11d893,4189,0.0,0.0,0.0,0.0001998800719568,1.0,1.0,1.0,1.0,2.0,19,,,General Shoes & Clothing,Clothing & Shoes,True,3390.0,5190.0,F+L,,0,0,0,0,2,0,0.0,0.0,1,1,1,0,0,0,1,0,95,1999,5780,11.8794444444444,
2731,87b34239-7e41-4ca3-a9cc-eeb1f2b56a82,0,0.0,0.0,0.0,0.0,1.0,1.0,,1.0,1.0,54,,,Diversified entertainment,Entertainment,True,0.0,0.0,F+L,,2,0,0,0,0,0,,,2,0,0,0,0,0,0,0,17575,0,0,16.4980555555556,1.0
2732,b00c86da-f8bf-41b6-acdd-e8d8666a7f4d,0,0.0,0.0,0.0,,,,,,,42,,,Youthful Shoes & Clothing,Clothing & Shoes,False,0.0,0.0,no_match,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,16.4911111111111,
2733,a9d70824-0cdf-471a-8f3b-9374ea86bec0,0,0.0,0.0,0.0,,,,,,,53,,,General Shoes & Clothing,Clothing & Shoes,False,0.0,0.0,L1+F,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,15.2727777777778,
2734,063d196e-a3e4-4b7c-8e05-3b720410e582,0,0.0,0.0,0.0,,,,,,,29,,,Diversified entertainment,Entertainment,True,0.0,1690.0,F1+L,,0,0,0,0,1,0,0.0,0.0,0,1,0,0,0,0,1,0,0,0,0,16.0794444444444,
2735,17035781-7a03-4b2b-817b-6e6d1b199281,0,,,,,,,,,,30,20.5714285714286,10.6666666666667,Youthful Shoes & Clothing,Clothing & Shoes,True,21237.0,21237.0,L,0.285714285714286,2,0,0,6,8,1,0.0,0.0,2,1,1,1,1,2,2,0,0,0,38262,13.1263888888889,1.0
2741,82095558-5c30-496b-aa4f-776e7a466529,0,0.0,0.0,0.0,,,,,,,20,,,Diversified entertainment,Entertainment,False,0.0,0.0,Nick,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,8.11055555555556,
2742,8b76b3d3-d144-466d-b271-5a09c4722cdb,0,0.0,0.0,0.0,,,,,,,51,,,Books & Magazines,Entertainment,False,0.0,0.0,F+L,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,12.2319444444444,
2745,dd89738d-5558-4fc7-96eb-8f3c08d21618,0,0.0,0.0,0.0,,,,,,,51,,,Diversified entertainment,Entertainment,False,0.0,0.0,F+L,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,10.7866666666667,
2746,3c4c6e5b-bda4-4928-8483-b1b00f1d3317,0,,,,,,,,,,46,,,Adult Shoes & Clothing,Clothing & Shoes,False,0.0,0.0,L1+F,,1,0,0,0,0,0,,,1,0,0,0,0,0,0,0,0,0,0,10.3363888888889,1.0
2747,ad3ef1bf-029b-448a-8ca2-c464bad70e3a,18165,0.0,13.0,0.0,0.053209606228061,1.0,1.0,2.0,1.0,1.0,27,,,Electronic equipment & Related accessories,Electronics,True,5015.0,5015.0,no_match,0.0,0,0,0,0,0,1,0.0,0.0,2,2,0,0,2,2,2,0,17106,52427,15415,17.1772222222222,
2751,9c59d12f-7a53-4c5b-bcf7-eb8ebe439edf,0,0.0,0.0,0.0,,,,,,,22,,,Diversified entertainment,Entertainment,False,0.0,0.0,L1+F,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,21.0080555555556,
2753,bcc418d2-af1e-4e08-b3d1-2c4dacca38bd,0,,,,,,,,,,24,19.0,,Youthful Shoes & Clothing,Clothing & Shoes,True,39290.0,39290.0,F1+L,0.0,0,0,0,1,1,0,0.0,0.0,0,1,1,0,0,1,1,0,0,0,39290,18.9897222222222,
2754,9fe72560-9ccd-42f1-a1dc-abecd9f76335,0,,,,,,,,,,42,,,Diversified entertainment,Entertainment,False,0.0,0.0,F+L,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,22.1355555555556,
2756,4baf5cce-ab1b-444d-b234-d4fd65cccf12,0,0.0,0.0,0.0,,,,,,,42,,,Youthful Shoes & Clothing,Clothing & Shoes,False,0.0,0.0,F+L,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,18.7541666666667,
2759,1da7e86e-93aa-4f43-9889-709734539ca7,0,0.0,0.0,0.0,,,,,,,37,,,Concept stores & Miscellaneous,"Leisure, Sport & Hobby",False,0.0,0.0,no_match,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,9.21416666666667,
2761,a7bcfe94-ea21-462d-b869-10bc99284a48,0,0.0,0.0,0.0,1.92083333333333,1.0,1.0,,,,30,,,Diversified entertainment,Entertainment,True,0.0,21495.0,F+L,,0,0,0,0,2,0,0.0,0.0,1,1,1,0,0,0,1,0,21310,0,0,10.4702777777778,
2763,ab6093ff-83e1-4db1-9017-4b020826f7df,0,0.0,0.0,0.0,,,,,,,64,,,General Shoes & Clothing,Clothing & Shoes,False,0.0,0.0,F+L,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,1.39,
2766,62ad711a-8d3c-4705-b32a-ed0271625dfd,0,0.0,0.0,0.0,4.71895424836601,1.0,1.0,1.0,1.0,1.0,28,,,Diversified Health & Beauty products,Health & Beauty,True,0.0,6480.0,L1+F,,0,0,0,0,4,0,0.0,0.0,2,1,1,1,0,0,1,0,1110,0,0,18.8586111111111,
2768,0dac999a-cbff-4b4d-9c7b-fd87c8b98b4f,0,,,,,,,,,,23,30.5714285714286,16.0,Diversified entertainment,Entertainment,True,26595.0,26595.0,no_match,0.0588235294117647,1,1,0,7,34,6,0.0,0.0,2,1,2,2,2,3,3,0,0,0,100569,14.3269444444444,1.0
2770,8e16405e-c165-4299-8e1d-1ec0c6a5e936,0,0.0,0.0,0.0,,,,,,,35,,,Diversified entertainment,Entertainment,False,0.0,0.0,F,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,19.7041666666667,
2773,059f0088-def0-40a3-b57b-124343854dc4,25815,0.0,76.0,16.0,0.0,1.0,1.0,3.0,1.0,1.0,31,,,Pet supplies,Home & Garden,True,0.0,4000.0,F+L,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,28425,21165,0,7.9625,
2774,5c628c8e-591c-4644-8c92-71e320b02895,0,0.0,0.0,0.0,,,,,,,39,,,Food & Beverage,Food & Beverage,False,0.0,0.0,F+L,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,11.5580555555556,
2776,1e950bdc-031f-482a-ac1c-7a780d811901,0,0.0,0.0,0.0,,,,,,,45,,,Books & Magazines,Entertainment,True,0.0,3610.0,F+L,,0,0,0,0,2,0,0.0,0.0,0,1,1,0,0,0,1,0,0,0,0,11.3155555555556,
2779,666284f3-dc7c-4453-921d-9aa1498d514d,0,,,,,,,,,,28,19.03125,19.0,Diversified entertainment,Entertainment,True,8685.0,8995.0,F,0.0909090909090909,3,0,0,30,26,2,0.0,0.0,3,1,1,1,1,2,2,0,0,0,146177,8.14333333333333,1.0
2783,eb77cc2b-e38e-4df7-a2eb-9128fc4ea572,0,,,,,,,,,,22,20.3,15.0,Diversified entertainment,Entertainment,True,6985.0,6985.0,no_match,0.0833333333333333,1,0,0,8,5,2,0.0,0.0,1,1,1,1,1,2,2,0,0,0,29649,16.7836111111111,1.0
2788,0a92f787-5352-484b-be00-a4a818a4bcc8,0,0.0,0.0,0.0,,,,,,,46,,,Concept stores & Miscellaneous,"Leisure, Sport & Hobby",False,0.0,0.0,F1+L,,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,18.1483333333333,
